,user_name,user_location,user_description,user_verified,date,text,hashtags,source
519,Moyò of Lagos,Germany,Fashion • Art • Comms | Good governance advocate | Arsenal,False,2022-03-15 11:18:36,"@eniturn If you do pass 2, oyo is your case o.",,Twitter for iPhone
520,CNS,Bottom of the ocean,"Hello! I'm CNS

I go by many names such as Fugo, Lime, Corvus Corax, and Creature.

I do bad art and I write every now and then.
I draw aliens and other things.",False,2022-03-15 11:18:36,@amiipoo broooo that's literally the worst thing you could do 😤😤😤😤,,Twitter Web App
521,YC,,"⚜ Work hard, game hard ⚜",False,2022-03-15 11:18:36,"@TOS 145A54CC :Battle ID
I need backup!
Lvl 120 Grimnir
https://t.co/FghDYBohI8",,グランブルー ファンタジー
522,Alex,"Växjö, Sverige",,False,2022-03-15 11:18:36,@vindiesel found a picture of you https://t.co/xUw7EY72dG,,Twitter Web App
523,💜🤞🏾,,The K’s Mother my two my world ‘ risking life just so they will not have to 🥰‼️🤞🏾,False,2022-03-15 11:18:36,Getting boo ready for school 😮‍💨 sis dress early,,Twitter for iPhone
524,jade ☻,stay st. ,stay;carat;melody. she/her. '02 baby. intp-t.,False,2022-03-15 11:18:36,I need a hyunlix how to draw or how to bake vlive 🥹 https://t.co/MuB1kpapBo,,Twitter for Android
525,Oli 🐾 | 💙💛,"Florida, USA",he/they | 18 | non-binary transmasc | main acc! @bulwarkthegreat 💛~,False,2022-03-15 11:18:36,"It just seems as if you didn't put much thought into the diverse community of autistic folks.

Which does not surprise me, as they are a huge company. But if they could just listen to their consumers, that would be amazing.",,Twitter for iPhone
526,Nilufar Begum,"Purana Paltan, Dhaka, Banglade",I am a retired Government officer. I worked as Joint Chief of the Government of Bangladesh. I believe that love is the best virtue and all humans are equal.,False,2022-03-15 11:18:36,"@OnlinePalEng Israel must be abolished.
They are bringing the Jews from abroad but the indigenous Palestinians are refugees all over the world.
We condemn them and their master.
Their master will loose their present status soon.",,Twitter Web App
527,Uchechukwu Unachukwu,,,False,2022-03-15 11:18:36,@bhavss14 @DiogoJota18 Fuck this.. don’t beg them… let’s see how what happens on the pitch that day.. we are Arsenal and we fear no one. We are the most in-form team in Europe ….,,Twitter for iPhone
528,judi☾ nabejuri cryer🌧,23. she/her,✧ ⋮ 渡辺翔太 ・ 目黒蓮 ・ 松村北斗 ⋮ ✧ 「 kimikare apologist 」,False,2022-03-15 11:18:36,presenting: snow man share house https://t.co/agV6faynf0,,Twitter Web App
529,Tarapada,,RW experts will be instantly blocked.,False,2022-03-15 11:18:36,@BrigMahalingam No credit to modi. The US understands our problems. They know us more than you know India. There will be no sanctions on India.,,Twitter for Android
530,Pulkit Moonat,India ,"Always be Happy , be healthy and Keep Smiling 😊😊😊😊😊😊 . Stay home and be safe 😊😊😊😊😊😊 .",False,2022-03-15 11:18:36,Pathan + Don 3 🔥🔥🔥🔥 https://t.co/mdMPCbMYIV,,Twitter Web App
531,Liz Ex Labour,Sheffield,🌹 RISE LIKE LIONS AFTER SLUMBER 🌹 GET THE TORIES OUT BEFORE IT'S TOO LATE 🌹,False,2022-03-15 11:18:36,@BarbaraSutton15 And Blaires',,Twitter for Android
532,shaddy❤️🏵️,Rwanda🇷🇼🇨🇩,"Allah First, 
May Allah Heal your broken Heart and soul❤️
wife,🌼
Mother👩‍👦‍👦",False,2022-03-15 11:18:36,@Joelnuwagaba_ I'm okey thanks,,Twitter for Android
533,Dieudonné Monga Banza,,"Auteur, compositeur, prédicateur et conferencier.",False,2022-03-15 11:18:36,@RevRaoulWafo Amen,,Twitter for Android
534,andrew edwards💙,"south wales,UK","Most know me as Eddie
Cardiff City fan
Bassist in @stayvoiceless.",False,2022-03-15 11:18:36,Happy birthday bass master @markhoppus 🔥,,Twitter for Android
535,Dhruva,"Mysore, India",Keep it Simple.,False,2022-03-15 11:18:36,@shannu__army He is doing that bcz I texted him to do😏🤭,,Twitter for Android
536,ً,"she/her, dnf",,False,2022-03-15 11:18:36,Glad jeno n jenozens r on the same page.,,Twitter for Android
537,Jean 💙,,,False,2022-03-15 11:18:36,@Rachael_Swindon Appalling!,,Twitter for iPad
538,Stephanie Barnes,"Brighton, UK","She/Her/Hers Senior Account Manager for various brands. Founder of well established lifestyle blog @deerbrains Minimalism, Good vibes, kindness.",False,2022-03-15 11:18:36,@RachelCDailey @teuxdeux is amazing!,,Twitter Web App
539,Tosh🇬🇭❤️💯,Abroghana,Realmadridfc🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆 || 💯 Akuapem || Taurus ♉️,False,2022-03-15 11:18:36,@sheshoaa @Mzdelah @AkuokoAbraham Bro what you said is true but the same people in government are the ones that own these properties for their fraudulent activities and that’s sad. So the question is “where are we heading as Ghanaians?”,,Twitter for iPhone
540,Lieza,,i love lemon tea 🍹 azzurri // bianconeri,False,2022-03-15 11:18:36,yesss vidio👍🏻 https://t.co/18YOWPNUZ8,,Twitter for iPhone
541,CapriceEnVie,,"La difference entre le possible et l'impossible c'est la détermination
Gandhi
#piloupilou",False,2022-03-15 11:18:36,@s_schaws @isabellegregi @pilotedebus @Papounay_ @BruceWayne055 @champ_sur @ADupuydedome @FloFondacci @BrascassesG @colettechoplin3 @titi37016271 @stephan_199 @pad62200 @Maguy1370 @JirosLaurent @chaussisfamily @sophielafee7 @RacluresKiller @Let_it_2 @Kingkong8042 @jean_tabotta @TabottaMarc @GG10525823 @Marco44068075 @TabottaJean @Marco76345594 @Runneraddict59 @JamaisTresLoin2 Salut Fred,,Twitter for Android
542,vital100yo,,,False,2022-03-15 11:18:36,@JoeR_Mandala @MandalaEx That’s how a CEO makes a statement! Bravo! 👏🏻👏🏻👏🏻,,Twitter for iPhone
543,BIM Africa,Nigeria,BIM Africa is a civil society organization promoting the implementation of Building Information Modelling (#BIM) by #AEC professionals across #Africa.,False,2022-03-15 11:18:36,"Perhaps you've only just filled the survey and not shared it within your professional network, or worst off - you haven't even contributed yet!!!. You should do better. https://t.co/fw6X5OvfT1",,Twitter for Android
544,S'mang mang 🇿🇦📞,Gauteng,"No matter where you go, no matter the weather...always bring your own sunshine 🌻🌞...👌🏿👌🏿👌🏿",False,2022-03-15 11:18:36,@keleb0gang 😟I should try harder next time?🤷🏾‍♂️,,Twitter for Android
545,Ramona Eid,Denver,"Software Developer & Microsoft MCP, PHP, WordPress, JavaScript, jQuery, Analytics, I love all things W10! Follow me. Same Handle everywhere!  https://t.co/iaOr4V9Tnq",False,2022-03-15 11:18:36,"Putin moves to seize foreign planes, Zelenskyy says fleeing Russians 'supply' his army: LIVE UPDATES https://t.co/UbX3ROImWQ #FoxNews",['FoxNews'],Twitter Web App
546,Odn Ck 🍉,"Aberdeen, The best shire.","Infrastructure for the people.

Scottish Green. 


(1/282) 

(He/Him)",False,2022-03-15 11:18:36,"@MrScottGalloway Mostly talking about in general, weegies saying ""Glasgow"" when they mean ""Scotland"". Would struggle to count the tweets I want to reply ""and everywhere else"" to.",,Twitter for Android
547,ⓘ sensitive emo,,La Tristesse durera toujours.,False,2022-03-15 11:18:36,"@MrScottGalloway Mostly talking about in general, weegies saying ""Glasgow"" when they mean ""Scotland"". Would struggle to count the tweets I want to reply ""and everywhere else"" to.",,Twitter for iPhone
548,lurkGawd✨,"oreooo, where are you?",12.24 & 7.16💕,False,2022-03-15 11:18:36,"@itsteeblue just sit pretty, laugh and smile lmao",,Twitter for iPhone
549,Z,,alhamdulillah,False,2022-03-15 11:18:36,@roadwaan no pls !!!! don’t do this to me,,Twitter for iPhone
550,bey 💭,00’20 🏳️‍🌈🇵🇭🇨🇭,hi!! ✨ | 엔하이픈 ♡ | 트와이스 ♡,False,2022-03-15 11:18:36,NaChaeng on a date so cuteeee 🥰 CUTEST FRIENDSHIP,,Twitter for iPhone
551,Jihoon.,Treanjay.,Immortal sovereign embodiment of Noble majestically merge with triumph Made in Cali.,False,2022-03-15 11:18:36,"Here are the twelve warriors, more than ready to steal everyone's attention. A little reminder to tune in and watch us perform some of our newest comeback tracks at Shopee Indonesia 3.15 TV Show, tonight at 7 PM IDT only on ID National TVs, Shopee Live &amp; Youtube Shopee Indonesia. https://t.co/ftCfwIy9Zi",,Twitter for iPhone
552,Nzaba mbarirwa😒,"Kigali, Rwanda","If it makes you happy, it's not a waste",False,2022-03-15 11:18:36,"This is not humanity, it's like Russians lost their heart https://t.co/nY5HP8bPgv",,Twitter for Android
553,Shegs,Nigeria,#CFC,False,2022-03-15 11:18:36,Hudson Odoi should take his time. https://t.co/vV4FomWtYt,,Twitter for iPhone
554,Geoff Clegg,"England, United Kingdom",Waiting for the day that Boris Johnson falls on his sword.,False,2022-03-15 11:18:36,@RhonddaBryant aided as usual by most of the British media,,Twitter Web App
555,BORN TO LOVE ✨YOON✨,,,False,2022-03-15 11:18:36,Yes I’m still so salty there’s nothing worth to say mature or explicit in the mv or the music 🥲,,Twitter for iPhone
556,provaxtexan 🇺🇸,Texas,"Safety Professional, Father, Husband, Christian, 6th generation Texan #vaccineswork",False,2022-03-15 11:18:36,"@dave_odo @AndrewLazarus4 @slemar_ @Suesue2point0 @quesnel_john @CoralBlob @ZaynJaffer @CallMeEOnly @stevenmosher @Kathmarval @ghoppe @Top_Muppetries @MidNight_T0kR @mcfunny @policing_uk @Monstercoyliar @Mchael21592783M @thereal_truther @Hold2LLC @crabb_vicki @CharlieGordon20 @volpiranyas @carlsmythe @AutisticShill @SkepticalMutant @WaitingForPerot @clownworld_bobo @FrankDElia7 @melissa94307909 @LiamKav @AdamMaybe3 @_mamadeb @NaomitimT @DCGreenZone1 @EstesPga @i_am_joli_anne @AGoldsmithEsq @GMACVHHH @RadRyderX @quigley_jesse @wendy_Lynnette @TakethatCt @JustPlaying2Win @tenebra99 @gobantwo2 @doritmi @JawKneeFaiv @MickusDickus @BrockKrause @dodi_rains Oh good, another Putin defender",,Twitter for Android
557,alyssa,2020 guzeldi 22 de emekli oldu,stan tw ablasi,False,2022-03-15 11:18:36,"@LiliesHome_ The Queen is coming to Rome

LISA IN ETERNAL CITY
#LalisaRomana",['LalisaRomana'],Twitter for Android
558,shylah misses harry,harrys closet ,hs1 lovebot ⋆ ˚｡⋆୨୧˚ track 6 ੈ✩‧₊˚ rita is my lilac lover ˚ ༘♡ ⋆｡˚ they/she ⋆·˚ ༘ *,False,2022-03-15 11:18:36,i remember talking about hs3 in 2020,,Twitter for iPhone
559,Princess Petunia,Cocksville Central,"Living high in my ivory tower. I don't let my hair down for fascist trolls #antifascist
England is a nation of shopkeepers again #Brexit #JKDoesntSpeakForMe",False,2022-03-15 11:18:36,@MGWedding @MayorofLondon Oh dear god 😐,,Twitter for Android
560,DoMoreDave,,,False,2022-03-15 11:18:36,@Vittoriobenedet @WholeMarsBlog this Rivian? 😒,,Twitter for iPad
561,✨ANDREW✨ 🏴󠁧󠁢󠁷󠁬󠁳󠁿💜💙🦁,"Wales, United Kingdom",🏴󠁧󠁢󠁷󠁬󠁳󠁿VILLA FAN 💜💙🦁  Darts fan 🎯 Proud Dad 💙,False,2022-03-15 11:18:36,@WalesOnline Not a chance its all forgotten now there’s a war trending in Ukraine keep upto date,,Twitter for iPhone
562,♪,proship and mcyttwt dni,quotes every 10 minutes.,False,2022-03-15 11:18:36,"I pretend to be asleep, a skill I've mastered - as I wait for it to end, I'm set in stone and my breath has stopped.",,"Cheap Bots, Done Quick!"
563,SpaceCityEmporium.com,"Houston, Texas","Specializing in Designer Label Ties, Swarovski #Fashion #Jewelry and Crystal Home Decor. COMING SOON: Office Supplies | #LGBTQ Owned | #Fashion #Humor #Art #Fun",False,2022-03-15 11:18:36,"@RajenN789 @NikaMelkozerova That was always a BS response from Putin, because if he takes Ukraine and makes it part of Russia, then Poland (a NATO country) becomes his new next door neighbor!

If Putin wanted a buffer between Russia and NATO, he would never have stepped foot in Ukraine!",,Twitter Web App
564,IU(アイユー)Bot♛[日本語詞],韓国・South Korea,"IU(アイユー)の日本盤の非公式の歌詞Botです。各地で災害の被害に遭われた皆様に心よりお見舞い申し上げます。一日も早い復旧・復興をお祈りしています。歌詞を見て少しでも元気になって下されば、幸いです…。
Tweets is lyrics of IU.Only Japan edition.[NOT OFFICIAL]",False,2022-03-15 11:18:36,"Don't be afraid　
You're gonna be okay…【Beautiful Dancer】 #IU #アイユー","['IU', 'アイユー']",twittbot.net
565,Leon Hatchett,,"Married to Adranne Hatchett, Elder at In His Image Christian Ministries, Student at Maple Springs Baptist Bible College & Seminary",False,2022-03-15 11:18:36,"While watching the News today in response to the Reporters question the woman answered “the report said this, but God said this.” Yes in this life we at times do face surmountable odds but there’s nothing to hard for God (Jer. 32:27). https://t.co/ooUbU4iTvC",,Twitter for iPhone
566,cloud🧋(198/420) elegy hater DO NOT COME HOME,空左魈右 ,#genshin ASIA AR58 #danmei #ORV .⋆｡⋆༶⋆˙⊹ ✭ any pronouns | ic @mors_gn,False,2022-03-15 11:18:36,dont wanna revise chinese exam im just gonna wing it sorry laoshi,,Twitter for iPad
567,Gael,,,False,2022-03-15 11:18:36,This page just reposts the same “human race” quote ignoring the 50+ times Connolly talks of the Irish/Gaelic race https://t.co/hdLH2pzvZh,,Twitter for iPhone
568,Jeremy,,Talking about anything! A person from somewhere in the suburbs of Melbourne. All opinions are mine.,False,2022-03-15 11:18:36,So I am going to do it all over again tomorrow!,,TweetDeck
569,Fr0zenNoahAT ⚡,Österreich,Noah - 19 - 🇦🇹🏳️‍🌈🇷🇸- Multimod auf Twitch | Streamer | @noahdeepshit für die engen Homies,False,2022-03-15 11:18:36,Zitierte Retweets + Hate incoming 👀,,Twitter for iPhone
570,Natasha Jones,Herefordshire/Worcestershire,#PR Ops Manager/Account Director @ConteurUK. #PR & #Marketing professional. Let me know if you want us to help tell your story!,False,2022-03-15 11:18:36,"As #AutismAcceptanceWeek is coming up, I have some inspiring stories from foster carers who are breaking down the bias surrounding autism in children. Please DM me or email me natasha@conteur.co.uk if you are interested in reading!

#journorequest #PRrequest #autismawareness",['AutismAcceptanceWeek'],Twitter Web App
571,Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,False,2022-03-15 11:18:36,Growth in 7D US Confirmed Covid Cases by County For TX   2022-03-11:  Latest Covid Insights by Our Analytics Team using USAFacts #datavisualization #datascience #analytics #healthtech #data #covid19 #publichealth #covid #globalhealth #RStats https://t.co/2xnrVLZDJF,,smcapplication
572,°stukex°,,warzone addict,False,2022-03-15 11:18:36,any tourneys today?,,Twitter for iPhone
573,steph ≷,"she/they, 19, trsr, wjsn, itzy","And if you are not Lee Chaeryeong, Chu Sojung, or Kim Doyoung, then I don't know what else to tell you anyways",False,2022-03-15 11:18:36,when will i ever get the mc ydy (yeonjun x doyoung x yuna) moment? https://t.co/iv0LiI2UNN,,Twitter for Android
574,Ogi,,Crypto #SUPERFAMILY,False,2022-03-15 11:18:36,@DaJenus @SolanaPrincess Done 🙏,,Twitter for iPhone
575,Rahul,,,False,2022-03-15 11:18:36,@NealGardner_ Unpopular opinion but think dest is better than him and has much more potential.Mazraoui  lacks athleticism too which is a big downside for me.,,Twitter for iPad
576,endwalkingway,"San Francisco, CA","End | 28 | Male, He/Him | Bi | I talk about Touhou, Fate, FFXIV and Whatever! Don’t follow if 🔞",False,2022-03-15 11:18:36,@ogataslegs WANT,,Twitter for iPhone
577,🧐Critic Roshan,India,"#Marketingprofessional,hydraulics #engineer,#fitnessfreak,#autismparent #Malvani #Hindu#Travelled✈️@clubhouse id is same as Twitter id .",False,2022-03-15 11:18:36,@ShashiTharoor You r a good player of Words &amp; birds😊,,Twitter for iPhone
578,Juni,,random account. but mostly lisa & jisoo.,False,2022-03-15 11:18:36,"@LiliesHome_ Have a safe flight, Lisa!

LISA IN ETERNAL CITY
#LalisaRomana",['LalisaRomana'],Twitter for Android
579,Pawdreh,,Just a dog dad who loves to game.,False,2022-03-15 11:18:36,@blinkx66 Ripe,,Twitter for iPhone
580,Peachyyyy,Philippines,Chie . 27 . KANG DANIEL Fan since nayana 💛,False,2022-03-15 11:18:36,Tak is back 💛💛 #RookieCops #KangDaniel #LeeShinYoung #ChaeSoobin https://t.co/TKMc7KTOgF,"['RookieCops', 'KangDaniel', 'LeeShinYoung', 'ChaeSoobin']",Twitter for iPhone
581,Lindsay Galloway,"Edinburgh, Scotland","Alzheimer’s Daughter, Mum, Nursery Teacher, Hearts Supporter with a passion for humanity, kindness, empathy and making the world a better place. No DM’s please!",False,2022-03-15 11:18:36,Brilliant 😃 #JohnsonOut50 https://t.co/ko7pYBdrTX,['JohnsonOut50'],Twitter for iPhone
582,Rational,,"Religiously atheist. 
But spiritually connected to the teachings of Hinduism, Sikhism, Buddism, Judaism, Christianity, and Jainism.",False,2022-03-15 11:18:36,@PerplexedPixels @GurudeepAne @KARANSA45299816 @iamarbaz_khan Calling me randian won't make you cool.,,Twitter for Android
583,me,,no seriously leave,False,2022-03-15 11:18:36,"I think the weirdest thing we’ve done as a collective society is normalizing road kill lol, does this make sense ?",,Twitter for iPhone
584,ً not yanna ?! #ROL,"she!her, eng/filo! demisexual","—— #CHIMON ★: baby playing games, these girls ain’t loyal. ( nanon , ohm ☻) m w/ sams !",False,2022-03-15 11:18:36,@crynanon THE SLOW FALL IN THE STAIRCASE IS EVERYTHING IM FUCKING SOBBING,,Twitter for iPad
585,ً kaira 🧚‍♀️,donbelle es mi vida ~,"Donny: “Thank you, Kai. Wag ka ng umiyak, we love you too. Thank you so much for being there, yakap. I’m sending a hug to you right now in 3 2 1 boom!” 12/19/21",False,2022-03-15 11:18:36,"repliessss

#DonBelle
#HesIntoHerSeason2","['DonBelle', 'HesIntoHerSeason2']",Twitter Web App
586,carla,20 • she/her • paris/montreal,+ think. create. | clique artist /,False,2022-03-15 11:18:36,@RighteousNox lucky you,,Twitter for iPhone
587,YÅÑKĒE BÃBY!,Wizkid House 🍷,"Twitter Suspended My Account ! But I'm Back...🗿🖤📍 
Wizkid Fc 🦅",False,2022-03-15 11:18:36,@Rapzy_Rita Say Pls...,,Twitter for Android
588,Rebecca Arnold,,,False,2022-03-15 11:18:36,"If there is no teacher in life, like all things without sunshine.",,Twitter Web App
589,💜🐰매직샵꾸꾸 ᴊᴋ⁰⁹⁰¹🐰 💜전밤💜,방탄보유국,"Fan account for BTS 🐰 ᴊᴋ⁰⁹⁰¹ 💕 My time💜Still with you💜BTS 💜고맙고 보라해💜아미5기 빌보드1위가수 그래미노미가수 덕질중입니다    헤더-뀨뀨님                
서울숲 JUNGKOOK Table 👉 @JK_Table21",False,2022-03-15 11:18:36,@Daily_JKUpdate @BTS_twt Stream Stay Alive #StayAlive by #Jungkook (Prod. Suga) @BTS_twt,"['StayAlive', 'Jungkook']",Twitter for Android
590,Dave Hicks Mandurah,Mandurah,Retired.  Now  full time grandfather of 5 best job ever. Proudly wear the lefty badge.,False,2022-03-15 11:18:36,"@Doctor__Anita @Thebarefootnur1 Well that nails it. Sometimes a complicated issue can be so simplified
Congratulations",,Twitter Web App
591,💙 july (they/xe) 💛,"cw: nsfw rts, caitvi angst","❝And if it's strong enough, we find our way back❞ㅤ18yo aspiring scientist first, plant addict secondㅤcancer ↑☉☾☿♄ㅤ non-binary lesbianㅤeng/🇵🇱ㅤ@zapleczejuly",False,2022-03-15 11:18:36,GAYS 😭😭 https://t.co/282KYkaSrI,,Twitter for Android
592,12-6 Podcast,,Mma / combat sports podcast and opinions,False,2022-03-15 11:18:36,@simpo659 @CityNewsHFX Enjoy that bike lane ;),,Twitter for iPhone
593,Cal Wall,,"🇬🇧🗣️🖋️🇵🇱🏰
Specialist in Polish History ¦
Available for articles and speaking engagements",False,2022-03-15 11:18:36,"@DanKaszeta In fairness, the government keeps saying that they haven't included confiscation of property in the sanctions, and that they can still be lived in just not sold. Would be far more concerning if the police were seizing property where that isn't in the sanctions, I'd have thought",,Twitter for Android
594,meg,,loves dogs..Melbourne Storm..RAFFA..hates corrupt governments especially LNP..(Proud Sewer Rat).,False,2022-03-15 11:18:36,@SquizzSTK @suenamisu Good on you Albo 🙌.   #AlboForPM #vote1Labor,"['AlboForPM', 'vote1Labor']",Twitter for iPad
595,John Gapper,United Kingdom,Petrol head,False,2022-03-15 11:18:36,@BareReality @Iromg @talkRADIO And no mention of covid 👏🏼,,Twitter for iPhone
596,ไผ่ rest,"⠀ 
⠀ 
⠀
       ⠀⠀   top ྐ ྐ༺͙̊         
⠀ ⠀
    ༒ die før the 1975 ☖       
⠀ 
       Бог благословил  ྐ★ིུ  
⠀ 
⠀ ⠀ 
",,False,2022-03-15 11:18:36,@7MIXBXALAN Happy birthday,,Twitter for Android
597,ayesha suka jaemin,she/her,"Dua tiga ayam berkokok, awokawokawok.",False,2022-03-15 11:18:36,both 🥺🥺 https://t.co/bZtIdfsvne,,Twitter for Android
598,Louisiana Top Chef!!,,Very down to earth person that can get along with anyone.,False,2022-03-15 11:18:36,"@MiMi_Curvaceous I feel yah, you are always one step ahead of the game!! https://t.co/qSb9k1DLmh",,Twitter for Android
599,rarara191919,,,False,2022-03-15 11:18:36,"40EB7D50 :Battle ID
I need backup!
Lvl 120 Horus
https://t.co/l0arcgabpv",,グランブルー ファンタジー
600,gerald cloete,"Cape Town, South - Africa",,False,2022-03-15 11:18:36,@alanwinde Just Ask @RonDeSantisFL how to pull a Florida. Simple!,,Twitter Web App
601,@druzaboy,,,False,2022-03-15 11:18:36,@Oley_Mnqai That's so tru hleeee...u will found a person in a wrong marriage only bcos her or her friends got married,,Twitter Web App
602,ً,"alone, somewhere.",,False,2022-03-15 11:18:36,People are creative. Omg. Look at this! 😍 https://t.co/CNFnHe3XEq,,Twitter for iPhone
603,Hamzat Temitope(Herbalist with a Ph.D in-view), Nigeria,"PhD Student @ Chemistry Department University of Abuja.
Medicinal Chemistry Researcher, Lover of Herbs and Spices",False,2022-03-15 11:18:36,@Adetoro6 @Naija_PR I thought as much,,Twitter for Android
604,✨,,,False,2022-03-15 11:18:36,"@DragoSoriano @mvsrapp When you score a lot of goals, and create even more chances, its something else. No one can do that. You just gotta wipe ur tears.",,Twitter for Android
605,♡,,favourite quote/lyric bot. (wip),False,2022-03-15 11:18:36,I haven't grown at all. Nothing has changed since that time. I haven't gotten any closer to becoming the person I wanted to be.,,"Cheap Bots, Done Quick!"
606,TheCekodok.com,Malaysia,The most influential Technology and lifestyle portal with over 20 million pageviews.,False,2022-03-15 11:18:36,"#Russia Says Threats to Leave #US Astronauts in Space
https://t.co/mtKOnJQVhq","['Russia', 'US']",Twitter Web App
607,𝐛𝐮𝐧𝐝𝐚𝐤𝐮,𝐤𝐨𝐭𝐚 𝐩𝐢𝐬𝐚𝐧𝐠,𝐬𝐮𝐩𝐞𝐫 𝐦𝐨𝐦 | 𝐬𝐮𝐩𝐞𝐫 𝐰𝐢𝐟𝐞 | 𝐬𝐮𝐩𝐞𝐫 𝐰𝐨𝐦𝐚𝐧 | 𝐬𝐮𝐩𝐞𝐫 𝐭𝐢𝐫𝐞𝐝,False,2022-03-15 11:18:36,@hendyfahrezi thanks,,Twitter for Android
608,ArunKumar AgRawal,,"I believe so I am!
My credo:
What is right is right; what is wrong is wrong.",False,2022-03-15 11:18:36,"@ShashiTharoor @IndiaSpend Shashi Tharoor, you shock! Talk about the genocide of your very own Kashmiri Hindu Pandits first. Show some compassion towards their plight which was trodden down by your Congress Ghandy leadership. This is a feeble attempt by you to bleat about a narration on illegal entrants.",,Twitter for Android
609,amandaescape♡emo•🐦,love,ginger noʎ ǝıʇsǝq ;) ❥ ...............🤞,False,2022-03-15 11:18:36,Pansiiiit canton 😋,,Twitter for Android
610,poopsikuwazaski || kinda famous era omg ●,planet her,"|SZA| |Doja| |Nicki| |Chloe x Halle|

jay noticed (2x)
doja noticed (0x)

follow backup (@p00psikuwazaski)",False,2022-03-15 11:18:36,@D0JAC0W uhh yes you do😩💕💕 https://t.co/BRJtmiT8TH,,Twitter for Android
611,"'Broke Ninjaz, Spot Em Like Cascade....'",E=MCNichols,Getting visual's habitual.,False,2022-03-15 11:18:36,"""Hibachi pots, Lemonade Scotch &amp; a Glock/Toast whoever, it's better niggaz watch..."" https://t.co/dWMKnUltNw",,Twitter for Android
612,🍀Rara Mzein🍀,,Semoga bisa win bigwin today 🌟,False,2022-03-15 11:18:36,@DaFoxile @LilLotus_eth done,,Twitter for Android
613,Deborah Lom,,"Lover of beading, crafts, design, photography, nature's beauty and pugs! Sports fan. Event planner, social media and PR professional.",False,2022-03-15 11:18:36,"Wordle 269 2/6

🟩⬜🟩⬜🟩
🟩🟩🟩🟩🟩",,Twitter for iPad
614,Soil Solutions,"Africa, MENA, EU, SouthAm, USA","Sustainable Solutions for Soil Stabilization, Sand Stabilization, Erosion Control & Dust Control. Gravel Road & Airstrip Improvements.",False,2022-03-15 11:18:36,We can help you save your mining operations trillions of litres of water every year. Let us show you how...  https://t.co/RoiM5npENH #Mining #MiningSolutions #innovative #sustainablesolutions #climatechange #SoilSolutions #sustainablemining #sustainability #minehaulroads https://t.co/vDyeeyGs8y,,eClincher
615,ًby will win 🍃,contented 🍃 | read website.,✰ i will win ✰ | giveaways joining account! | ☁ . . . my biggest dream is to achieve my small dreams . . . ☁ | #ayuminati #LegitrocketX #IwonHanabi |,False,2022-03-15 11:18:36,"@princesspromos_ @DODOMOONFT thank you so much po!
dc: chickenuggets #3710 https://t.co/cYfgGPk6Vq",,Twitter for Android
616,Norman #1 Fan | NormanKnights🤺,,"Fan account of Norman from #BBMzansi season 3. Norman is a mood, a whole vibe !! 🔥🔥",False,2022-03-15 11:18:36,"Yey Thato is losing focus, she’s focusing on mjolo now. Did you hear the story and the story telling? Come in, get out. Better rest!! #BBMzansi https://t.co/Q0vfuSZ8N6",,Twitter for iPhone
617,Colly,South Africa🇿🇦 ,Rise and Shine I lover cars 💐,False,2022-03-15 11:18:36,@thabiso_25 @MawrongzJnr Wife and kids,,Twitter for iPhone
618,🥃03LISA27,,🤘🏻💛,False,2022-03-15 11:18:36,"@LaliceUpdates @Bulgariofficial have a safe flight Lisa 💛

LISA IN ETERNAL CITY
#LalisaRomana",['LalisaRomana'],Twitter for Android
619,More_R_Nfts,"New Mumbai, India","Engineer🤖
Blogger 💻📖
Mixed martial artist 🥋🥊🤼
#Crypto 💰📈& #Nfts🖼
#SUPERFAMILY",False,2022-03-15 11:18:36,@ShibaArchives I am one of them,,Twitter Web App
620,Norfolk and Norwich University Hospitals,"Norwich/Cromer, Norfolk, UK","Tweets monitored Mon-Fri 9am-5pm. 
#TeamNNUH",True,2022-03-15 11:18:36,"The latest edition of our magazine The Pulse is out now!
This edition features stories on our 250th anniversary, Michelle Frost who is key to the anti-spiking campaign across Norfolk and Waveney, how our theatres are going green and more.
Read a it here: https://t.co/fo1XjGSv6a https://t.co/AV8lDGEUaG",,Twitter Web App
621,James Bombaci,"Melbourne, Australia",'I like sports',False,2022-03-15 11:18:36,@cricketcomau Send a 🍆 to a staffer,,Twitter for Android
622,error my beloved💕💘💓💝💝,he/him,im a black artist who draws gay people,False,2022-03-15 11:18:36,@IshereScooter 🤨 ew arent u a normie?? ur not even in the undertail fandom anymore &gt;:0 get lost/j,,Twitter for iPhone
623,Zeeshan Qureshi,,"Stay Positive,Work Hard, Make It Happen.
@aimim_national",False,2022-03-15 11:18:36,@ICICIPruLife Please cancel policy first and send payment in my account I need money urgently.,,Twitter for Android
624,The Holiday Cottages,"Wells, Somerset",The Holiday Cottages is a directory of self catering holiday accommodation across the UK & Ireland. #BookDirect with the owner & save money! #HolidayInspiration,False,2022-03-15 11:18:36,@ICICIPruLife Please cancel policy first and send payment in my account I need money urgently.,,Buffer
